,Unnamed: 0,Band,Song,ID_TRACK,POPULARITY,RELEASE_DATE,EXTERNAL_URLS,SEARCH_URL,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0,0,The Beatles,Blackbird,5jgFfDIR6FR0gvlA56Nakr,72,1968-11-22,https://open.spotify.com/album/1klALx0u4AavZNEvC4LrTL,,0.686,0.127,-14.361,0.0342,0.754,1.41e-05,0.0573,0.372,93.699,138387
1,1,Isaac Albéniz,Asturias ,2u6GTNZF07O4mmFg8CZozY,36,1981,https://open.spotify.com/album/5lY62FNmxjms4v3OMTGFWl,https://p.scdn.co/mp3-preview/5e9af1c3d16503e3c7979cf6f0d44dd3575c64e3?cid=f9d64942f5f74f3282916225d2f77630,0.32,0.171,-20.784,0.0594,0.967,0.884,0.104,0.217,112.092,372733
2,2,AC/DC,Back In Black,08mG3Y1vljYA6bvDt4Wqkj,84,1980-07-25,https://open.spotify.com/album/6mUdeDZCsExyJLMdAfDuwh,https://p.scdn.co/mp3-preview/41f8586f16bc642b45122e52041143789a8e00c0?cid=f9d64942f5f74f3282916225d2f77630,0.31,0.7,-5.678,0.047,0.011,0.00965,0.0828,0.763,188.386,255493
3,3,Pachelbel,Canon in D Major,1Mse9NKBbEASi50CQ4aYhr,55,1986,https://open.spotify.com/album/5YCuibCDJrkVcS3UOAYqr9,https://p.scdn.co/mp3-preview/eaec965ecde7c7b9f51b63ed956491e4202ea407?cid=f9d64942f5f74f3282916225d2f77630,0.128,0.132,-17.67,0.0353,0.744,0.942,0.107,0.0988,85.314,301587
4,4,Led Zeppelin,"Babe, I'm Gonna Leave You",4OMu5a8sFpcRCPCcsoEaov,61,1969-01-12,https://open.spotify.com/album/3ycjBixZf7S3WpC5WZhhUK,https://p.scdn.co/mp3-preview/e68e42946f936dc79065e8fe0a18636280476794?cid=f9d64942f5f74f3282916225d2f77630,0.404,0.435,-12.045,0.0323,0.246,0.00074,0.156,0.156,136.058,401067
5,5,Jimi Hendrix,Little Wing,1Eolhana7nKHYpcYpdVcT5,70,1967-12-01,https://open.spotify.com/album/3uFZf8rykoHo7XMIQVYW6r,https://p.scdn.co/mp3-preview/91c9fa6268ba55f5cb58201131ce06888eec4f51?cid=f9d64942f5f74f3282916225d2f77630,0.515,0.534,-8.045,0.0768,0.181,0.00278,0.0547,0.426,70.776,145747
6,6,Pink Floyd,Shine On You Crazy Diamond ,6pnwfWyaWjQiHCKTiZLItr,65,1975-09-12,https://open.spotify.com/album/0bCAjiUamIFqKJsekOYuRw,https://p.scdn.co/mp3-preview/fdc4738cec1421f40ed85d12010b620230b347f4?cid=f9d64942f5f74f3282916225d2f77630,0.264,0.294,-11.941,0.028,0.772,0.686,0.107,0.0402,137.937,811077
7,7,Kansas,Dust In The Wind,6zeE5tKyr8Nu882DQhhSQI,77,1977,https://open.spotify.com/album/6oU298pdPTCQnMx1PYwyUA,https://p.scdn.co/mp3-preview/49d04d4985d8a74c979808d5fc64500611e96ae4?cid=f9d64942f5f74f3282916225d2f77630,0.475,0.322,-10.687,0.0283,0.367,0.00056,0.11,0.387,93.503,206267
8,8,Francisco Tarrega,Capricho Arabe,19LnUKbcwoy6pHm0PshRwT,43,2011-08-02,https://open.spotify.com/album/7I5Yne18UUq4T533rLOQIR,https://p.scdn.co/mp3-preview/6d63db2083ae234bd25e53afddfddee1eb3a62c4?cid=f9d64942f5f74f3282916225d2f77630,0.384,0.0312,-27.672,0.0593,0.992,0.926,0.0805,0.179,101.876,368893
9,9,Pachelbel,Canon In C,1Mse9NKBbEASi50CQ4aYhr,55,1986,https://open.spotify.com/album/5YCuibCDJrkVcS3UOAYqr9,https://p.scdn.co/mp3-preview/eaec965ecde7c7b9f51b63ed956491e4202ea407?cid=f9d64942f5f74f3282916225d2f77630,0.128,0.132,-17.67,0.0353,0.744,0.942,0.107,0.0988,85.314,301587
10,10,Frank Sinatra,Fly Me To The Moon ,5b7OgznPJJr1vHNYGyvxau,71,1962-12-10,https://open.spotify.com/album/2NCtCObbmJoJnplsR5mLAl,,0.668,0.26,-14.256,0.0523,0.453,0,0.0621,0.368,119.416,147000
11,11,Marilyn Manson,Sweet Dreams,3D0bXrSv7O73vOaGOG8J9c,65,1995,https://open.spotify.com/album/5XiQM9S9V3XL03xxmIMPeb,,0.222,0.664,-5.242,0.0379,0.0039,0.65,0.239,0.101,186.044,293293
12,12,Van Halen,Panama,05RgAMGypEvqhNs5hPCbMS,73,1984-01-04,https://open.spotify.com/album/3REUXdj5OPKhuDTrTtCBU0,https://p.scdn.co/mp3-preview/1c64b276e2c9eba46fb0b6c36898b46692e336b9?cid=f9d64942f5f74f3282916225d2f77630,0.526,0.978,-5.436,0.108,0.00122,4.75e-05,0.0744,0.451,141.167,210227
13,13,Johnny Cash,Hurt,28cnXtME493VX9NOw9cIUh,73,2002-01-01,https://open.spotify.com/album/2BlL4Gv2DLPu8p58Wcmlm9,,0.534,0.392,-7.636,0.0267,0.649,0.000227,0.0948,0.163,90.379,216533
14,14,Metallica,Nothing Else Matters ,2CtemffYhT0DJWcT1XW047,71,1991-08-12,https://open.spotify.com/album/55fq75UfkYbGMq4CncCtOH,https://p.scdn.co/mp3-preview/27f75df2e12c0811c4e0d544e994c8dd58a4af81?cid=f9d64942f5f74f3282916225d2f77630,0.547,0.394,-9.793,0.0262,0.0522,6.4e-06,0.0795,0.17,142.37,388733
15,15,Kaare Norge,Nocturne Op. 9 No. 2 ,,,,,,,,,,,,,,,
16,16,Dire Straits,Sultans Of Swing,6cr6UDpkjEaMQ80OjWqEBQ,67,1978-10-07,https://open.spotify.com/album/4dKdxly4ji1vfl7sEYuqBe,https://p.scdn.co/mp3-preview/adaf79aa57a8ce9b906f6f5ff3a99382301022a5?cid=f9d64942f5f74f3282916225d2f77630,0.73,0.868,-7.325,0.0288,0.0632,0.0661,0.318,0.923,148.217,350400
17,17,Papa Roach,Last Resort,5W8YXBz9MTIDyrpYaCg2Ky,79,2001-04-25,https://open.spotify.com/album/0BHa0ePkvGAVKymB4FU58m,,0.589,0.89,-3.719,0.0603,0.000481,0.00082,0.201,0.692,90.598,199907
18,18,Metallica,Orion,4xyWJM4kscTROV2RESdwpd,55,1986-03-03,https://open.spotify.com/album/7CGhx630DIjdJqaBDVKc5j,https://p.scdn.co/mp3-preview/235cc7cee32efb98d4257bdf89b9834c71759705?cid=f9d64942f5f74f3282916225d2f77630,0.367,0.672,-10.014,0.0378,0.0013,0.899,0.111,0.382,128.497,507227
19,19,Slash,Anastasia,7JJ22vCP45tMhZnAH4Sp1e,50,2012-01-01,https://open.spotify.com/album/7I6aSAwCcgyucLoggiV74n,,0.442,0.939,-5.461,0.0445,0.000673,0.00149,0.117,0.479,100.561,367280
20,20,Red Hot Chili Peppers,Scar Tissue,1G391cbiT3v3Cywg8T7DM1,79,1999-06-08,https://open.spotify.com/album/2Y9IRtehByVkegoD7TcLfi,https://p.scdn.co/mp3-preview/505082fa90f314d9198348d5496251ed17d333c5?cid=f9d64942f5f74f3282916225d2f77630,0.595,0.717,-4.803,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907
21,21,Linkin Park,Numb ,2nLtzopw4rPReszdYBJU6h,82,2003-03-24,https://open.spotify.com/album/4Gfnly5CzMJQqkUFfoHaP3,https://p.scdn.co/mp3-preview/48dac3dd8990fbd832a4d138f9e871b85b77dd51?cid=f9d64942f5f74f3282916225d2f77630,0.496,0.863,-4.153,0.0381,0.0046,0,0.639,0.243,110.018,185587
22,22,Lynyrd Skynyrd,Sweet Home Alabama,7e89621JPkKaeDSTQ3avtg,81,1974-04-15,https://open.spotify.com/album/54V1ljNtyzAm053oJqi0SH,,0.596,0.605,-12.145,0.0255,0.181,0.000331,0.0863,0.886,97.798,283800
23,23,Slash,The Godfather Theme,,,,,,,,,,,,,,,
24,24,Ozzy Osbourne,Crazy Train,7ACxUo21jtTHzy7ZEV56vU,78,2020-09-18,https://open.spotify.com/album/4qUMByJ3Pk94BFnCmGaUPS,https://p.scdn.co/mp3-preview/c3b4fea2b6c7c40bd86ff3da791db247bd81aed5?cid=f9d64942f5f74f3282916225d2f77630,0.454,0.913,-4.008,0.107,0.408,0.000271,0.248,0.521,137.688,293183
25,25,Yiruma-Shunga Jung Fingerstyle,River flows in you-Yiruma ,,,,,,,,,,,,,,,
26,26,Megadeth,Hangar 18,6b6uLZsoGhObYexIxnRbIb,62,1990-10-04,https://open.spotify.com/album/0qaLL09EtF1hiUis7PRvaJ,,0.248,0.988,-3.74,0.144,5.87e-05,0.84,0.323,0.149,115.301,311200
27,27,Van Halen,Eruption,2tAeN2TKlQLOoSPXtARzBV,64,1978-02-10,https://open.spotify.com/album/7DdEbYFPKTZ8KB4z6L4UnQ,https://p.scdn.co/mp3-preview/ba9fea324dd12b3ad7a7aa668726428082f20824?cid=f9d64942f5f74f3282916225d2f77630,0.225,0.689,-9.12,0.0555,0.469,0.813,0.337,0.5,93.798,102080
28,28,Led Zeppelin,Stairway To Heaven ,5CQ30WqJwcep0pYcV4AMNc,79,1971-11-08,https://open.spotify.com/album/44Ig8dzqOkvkGDzaUof9lK,https://p.scdn.co/mp3-preview/fc80a280376d5142c888475bd8fdcd00b4fc8d7d?cid=f9d64942f5f74f3282916225d2f77630,0.338,0.34,-12.049,0.0339,0.58,0.0032,0.116,0.197,82.433,482830
29,29,Theme Songs,Pirates Of The Caribbean,,,,,,,,,,,,,,,
30,30,Black Sabbath,Iron Man,3IOQZRcEkplCXg6LofKqE9,66,1970-09-18,https://open.spotify.com/album/6r7LZXAVueS5DqdrvXJJK7,https://p.scdn.co/mp3-preview/f7e8d9754673e3cbe84711eed3a710a4fccfc520?cid=f9d64942f5f74f3282916225d2f77630,0.336,0.792,-10.875,0.084,0.00351,0.00175,0.0437,0.427,155.587,355304
31,31,Dick Dale,Misirlou,3OnCnEWgy79xR5pr2kv4TX,56,1960-12-10,https://open.spotify.com/album/7bGmjO5Cthm1SNOwUhLwKE,https://p.scdn.co/mp3-preview/be83afacc07eb9b9b2b6fa7a578d826b9deedd7c?cid=f9d64942f5f74f3282916225d2f77630,0.293,0.932,-6.839,0.051,0.0136,0.906,0.289,0.657,173.262,135973
32,32,Ed Sheeran,I See Fire ,1fu5IQSRgPxJL2OTP7FVLW,60,2013-12-10,https://open.spotify.com/album/6KX0qrnnPlmBrI2BEXJV9Q,https://p.scdn.co/mp3-preview/d28cc8233cbb2646749d3ebc536e5ed205c1a296?cid=f9d64942f5f74f3282916225d2f77630,0.633,0.0519,-21.107,0.0365,0.562,0,0.097,0.204,76.034,300747
33,33,Megadeth,Symphony Of Destruction,51TG9W3y9qyO8BY5RXKgnZ,73,1992-07-14,https://open.spotify.com/album/1w9opfGdFtR3ulNHxnnO1e,,0.61,0.891,-5.452,0.0587,0.000805,0.0928,0.0657,0.51,139.903,246733
34,34,Ludwig Van Beethoven,Moonlight Sonata ,3DNRdudZ2SstnDCVKFdXxG,67,2007-09-25,https://open.spotify.com/album/4bNwPPpk01D8pVV9IFSBde,https://p.scdn.co/mp3-preview/fc5bd44716d9ab764f27af8457497a18fe21e172?cid=f9d64942f5f74f3282916225d2f77630,0.184,0.00527,-37.264,0.0432,0.995,0.887,0.173,0.151,170.612,315427
35,35,Guns N' Roses,Don't Cry,,,,,,,,,,,,,,,
36,36,AC/DC,You Shook Me All Night Long,2SiXAy7TuUkycRVbbWDEpo,80,1980-07-25,https://open.spotify.com/album/6mUdeDZCsExyJLMdAfDuwh,https://p.scdn.co/mp3-preview/ca7869f25dd152e58aa5a37addf6d44f7da1fe21?cid=f9d64942f5f74f3282916225d2f77630,0.532,0.767,-5.509,0.0574,0.00287,0.000513,0.39,0.755,127.361,210173
37,37,Mason Williams,Classical Gas,4DK3JpX2NkEMhCnltUEvUg,51,1968,https://open.spotify.com/album/3DPAlVqMz7KEenC77SKHN6,https://p.scdn.co/mp3-preview/a775335031f00eb44fa65d2d5c08b0e3a1cf0de5?cid=f9d64942f5f74f3282916225d2f77630,0.489,0.701,-10.53,0.0348,0.852,0.78,0.108,0.739,155.269,184800
38,38,JerryC,Canon Rock,,,,,,,,,,,,,,,
39,39,Muse,Psycho,383QXk8nb2YrARMUwDdjQS,67,2015-06-04,https://open.spotify.com/album/2wart5Qjnvx1fd7LPdQxgJ,https://p.scdn.co/mp3-preview/702bbcd90023a5014a09583d9597047a109fdd9f?cid=f9d64942f5f74f3282916225d2f77630,0.555,0.883,-3.426,0.0341,0.00114,0.041,0.868,0.507,125.02,316718
40,40,Megadeth,Holy Wars... The Punishment Due,5LyRtsQLhcXmy50VXhQXXS,68,1990-10-04,https://open.spotify.com/album/0qaLL09EtF1hiUis7PRvaJ,,0.325,0.985,-3.941,0.151,0.00177,0.107,0.351,0.221,125.307,392600
41,41,Megadeth,Tornado Of Souls,4E5xVW505akJX0wcKj8Mpd,67,1990-10-04,https://open.spotify.com/album/0qaLL09EtF1hiUis7PRvaJ,,0.519,0.982,-3.547,0.108,0.00203,0.00055,0.0971,0.361,97.745,319267
42,42,Slayer,Raining Blood,01Mpj13vURSO3cCLprPt5T,63,1986-01-01,https://open.spotify.com/album/2DumvqHl78bNXuvU9kQfPN,,0.294,0.995,-4.383,0.168,0.000489,0.331,0.128,0.0379,88.777,254400
43,43,Slayer,Angel Of Death,61dTqhd46yMkSWmC5LAh5F,58,1986-01-01,https://open.spotify.com/album/2DumvqHl78bNXuvU9kQfPN,,0.332,0.994,-4.336,0.137,0.000119,0.322,0.142,0.0829,106.086,291440
44,44,Slipknot,Psychosocial,3RAFcUBrCNaboRXoP3S5t1,75,2008-08-20,https://open.spotify.com/album/2ISXjEm0D4chvU2IDNvUqk,https://p.scdn.co/mp3-preview/e69754410aab300ef0fc09353332a0947a5a3419?cid=f9d64942f5f74f3282916225d2f77630,0.568,0.981,-3.889,0.0887,0.00269,0.00275,0.0243,0.307,135.146,284120
45,45,Blind Guardian,The Bards Song,7xPGvZaG9W7UOrCgEwbONe,58,1992-06-30,https://open.spotify.com/album/4oruHZSLyTDKPNY2VQIlCS,https://p.scdn.co/mp3-preview/4345798c2d6de4c4afe6924c3bbdb4ede5a7e400?cid=f9d64942f5f74f3282916225d2f77630,0.396,0.415,-7.56,0.0283,0.846,4.38e-05,0.141,0.38,81.778,189893
46,46,Red Hot Chili Peppers,Can't Stop,,,,,,,,,,,,,,,
47,47,Gary Moore,The Loner,5WQC3PGajELM3QpHWIsbQg,44,1987,https://open.spotify.com/album/7HSONsw7mumBE5q0e7KJW2,,0.11,0.376,-13.63,0.0362,0.124,0.937,0.238,0.117,164.998,354267
48,48,Sungha Jung,Howls Moving Castle,67rmNN2HptVzMOgF65jvli,22,2013-04-15,https://open.spotify.com/album/0mXWFGckLEu9oYjRoDT8q6,https://p.scdn.co/mp3-preview/321a5c40f8503abc83a1a7243666d244c6087215?cid=f9d64942f5f74f3282916225d2f77630,0.326,0.366,-9.326,0.0617,0.87,0.831,0.101,0.269,83.323,303440
49,49,Children Of Bodom,Are You Dead Yet?,2T2vudIHfVMA5ychWTU3KA,60,2005-01-01,https://open.spotify.com/album/4JtmC1dly1OaggJbhdYAyZ,,0.461,0.961,-3.011,0.0479,6.39e-06,0.14,0.308,0.416,96.009,234880
50,50,Estas Tonne,The Song Of The Golden Dragon,48RME2XQqVXIaH54NA4pRe,47,2012-05-09,https://open.spotify.com/album/6Mxvn5iwdMJnVbdfGWcExZ,https://p.scdn.co/mp3-preview/8207d02640f793b3c8f057e74f47734194f40009?cid=f9d64942f5f74f3282916225d2f77630,0.233,0.825,-10.095,0.0415,0.68,0.946,0.565,0.552,89.01,549809
51,51,AC/DC,Hells Bells,69QHm3pustz01CJRwdo20z,74,1980-07-25,https://open.spotify.com/album/6mUdeDZCsExyJLMdAfDuwh,https://p.scdn.co/mp3-preview/09288fbe4af0cb6285e668b720d4d511c7903404?cid=f9d64942f5f74f3282916225d2f77630,0.389,0.873,-4.768,0.0475,0.00532,0.0055,0.273,0.303,106.767,312293
52,52,Mayhem,Freezing Moon,4AP3a7eEOlz5sTJiWnv2C6,55,1994,https://open.spotify.com/album/7mHVfSXtdzvPk7TkdhoekE,https://p.scdn.co/mp3-preview/e191464008685582d91fb4a3a33d064021beb96b?cid=f9d64942f5f74f3282916225d2f77630,0.168,0.974,-9.116,0.112,3.05e-05,0.641,0.0752,0.0943,93.424,383053
53,53,Foo Fighters,Everlong,5UWwZ5lm5PKu6eKsHAGxOk,81,1997-05-20,https://open.spotify.com/album/30ly6F6Xl0TKmyBCU50Khv,https://p.scdn.co/mp3-preview/29b3d410b28a70b73f55fae2197d664703682fd6?cid=f9d64942f5f74f3282916225d2f77630,0.413,0.881,-5.541,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,250547
54,54,Guns N' Roses,November Rain,3YRCqOhFifThpSRFJ1VWFM,80,1991-09-17,https://open.spotify.com/album/0CxPbTRARqKUYighiEY9Sz,,0.294,0.641,-9.316,0.0291,0.0163,0.22,0.112,0.226,79.759,536067
55,55,Guns N' Roses,Paradise City,6eN1f9KNmiWEhpE2RhQqB5,73,1987-07-21,https://open.spotify.com/album/28yHV3Gdg30AiB8h8em1eW,,0.268,0.98,-5.958,0.103,0.0192,0.00709,0.182,0.395,100.315,405600
56,56,Avenged Sevenfold,Buried Alive,4veeNpXDK1YRHMTJ1Cppsg,64,2010-07-23,https://open.spotify.com/album/7vfuTRXIAYJz5Uc8SddnTr,https://p.scdn.co/mp3-preview/a75facca3f23e9947f18431e8231fba1619baf57?cid=f9d64942f5f74f3282916225d2f77630,0.607,0.804,-5.209,0.0296,0.00116,0,0.159,0.469,139.983,404387
57,57,Metallica,Ride The Lightning,36DLF96pjKydN0MZtsahQz,61,1984-07-27,https://open.spotify.com/album/2omIeSJEGQeKHPOpiXgfkr,https://p.scdn.co/mp3-preview/6ddc05bb5f822dad487731c5aefd8d6128f113ff?cid=f9d64942f5f74f3282916225d2f77630,0.265,0.973,-6.129,0.173,5.15e-05,0.0942,0.205,0.27,148.506,396987
58,58,Alan Walker,Faded Fingerstyle,,,,,,,,,,,,,,,
59,59,Johann Sebastian Bach,Bouree,1oO6R0kHribxH6YKzSYxJf,8,2022-09-02,https://open.spotify.com/album/4csQJiqJbiRBBWRCKGwwVY,https://p.scdn.co/mp3-preview/0d7cf4dc015215f00213e71adbe1451389ae6f18?cid=f9d64942f5f74f3282916225d2f77630,0.386,0.385,-17.061,0.0466,0.99,0.87,0.13,0.975,107.845,46360
60,60,As I Lay Dying,Through Struggle,0fmwyv8VP8Jh71e87oCHv1,53,2005,https://open.spotify.com/album/3D8V1PlxgpX05jyHLv6e4P,https://p.scdn.co/mp3-preview/0f72d1ea4d1cba4d811b2c7b408dbf5b3c1ed2b4?cid=f9d64942f5f74f3282916225d2f77630,0.195,0.976,-4.381,0.0808,6.86e-05,0.000912,0.263,0.531,180.372,238173
61,61,Lynyrd Skynyrd,Free Bird,5EWPGh7jbTNO2wakv8LjUI,77,1973-01-01,https://open.spotify.com/album/6DExt1eX4lflLacVjHHbOs,,0.249,0.834,-8.21,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,547107
62,62,Judas Priest,Breaking The Law,2RaA6kIcvomt77qlIgGhCT,71,1980,https://open.spotify.com/album/5bqtZRbUZUxUps8mrO9tGY,https://p.scdn.co/mp3-preview/cb5f2bf729cf7b2e1517d81258ec74c76c4aadb9?cid=f9d64942f5f74f3282916225d2f77630,0.362,0.961,-5.664,0.0857,0.024,9.35e-06,0.159,0.491,164.019,153840
63,63,Gojira,Silvera,5uunXHE4kIW6uS4HWAXaOQ,61,2016-06-17,https://open.spotify.com/album/7D7V6M05UIOTjLdqbwRX0w,https://p.scdn.co/mp3-preview/955f74902c27eed8c8b6344961467af6108f55ee?cid=f9d64942f5f74f3282916225d2f77630,0.333,0.959,-4.348,0.072,3.19e-06,0.0563,0.299,0.242,137.052,212653
64,64,Bullet For My Valentine,Waking The Demon,1ZEoYuekZQo62DLFtPVdqT,53,2008-01-28,https://open.spotify.com/album/04VE36yBM6GyJpDtD61e0p,https://p.scdn.co/mp3-preview/b640d62459ab510efcef83e6b7b016235cb6547d?cid=f9d64942f5f74f3282916225d2f77630,0.306,0.995,-3.203,0.1,2.98e-05,0.00859,0.254,0.135,127.908,247693
65,65,Joe Hisaishi,Spirited Away Ost - One Summer's Day,,,,,,,,,,,,,,,
66,66,Blue Oyster Cult,Don't Fear The Reaper,,,,,,,,,,,,,,,
67,67,Plain White T's,Hey There Delilah,4RCWB3V8V0dignt99LZ8vH,79,2005-01-01,https://open.spotify.com/album/4vUClKTFaDWnsHE8rK52GY,,0.656,0.291,-10.572,0.0293,0.872,0,0.114,0.298,103.971,232533
68,68,Led Zeppelin,Whole Lotta Love,0hCB0YR03f6AmQaHbwWDe8,77,1969-10-22,https://open.spotify.com/album/70lQYZtypdCALtFVlQAcvx,https://p.scdn.co/mp3-preview/f3765a6c5b194302c6e7fffc31ba21e2bd616cf6?cid=f9d64942f5f74f3282916225d2f77630,0.412,0.902,-11.6,0.405,0.0484,0.131,0.405,0.422,89.74,333893
69,69,Eddie Van Der Meer,Naruto Ost - Sadness & Sorrow ,,,,,,,,,,,,,,,
70,70,Jimi Hendrix,Purple Haze,0wJoRiX5K5BxlqZTolB2LD,70,1967-05-12,https://open.spotify.com/album/7rSZXXHHvIhF4yUFdaOCy9,https://p.scdn.co/mp3-preview/a78aa87ff3f32a943151e2cc4596227be9bfce80?cid=f9d64942f5f74f3282916225d2f77630,0.533,0.905,-5.27,0.0754,0.00876,0.578,0.0698,0.486,108.9,170813
71,71,Joe Satriani,"Always With Me, Always With You",0NNep3grWO95CVGp04gMM4,51,1987,https://open.spotify.com/album/4SFG7APMZeeM97ixKPoQuk,https://p.scdn.co/mp3-preview/f98744600936664de0bec7e54e4ee9a0be1dfc69?cid=f9d64942f5f74f3282916225d2f77630,0.575,0.295,-12.584,0.0326,0.484,0.703,0.0639,0.394,144.366,202533
72,72,Lemon,Kenshi Yonezu 米津玄師,,,,,,,,,,,,,,,
73,73,Yann Tiersen,La Valse D'amélie ,6bpmBNPfQ2KFAW0ik6F9Vq,62,2001-04-23,https://open.spotify.com/album/6PRPYATK5VvjZ2p911y6U0,https://p.scdn.co/mp3-preview/273992bc4da8b34a3bd931de90f72a918c8f7fdd?cid=f9d64942f5f74f3282916225d2f77630,0.194,0.179,-16.834,0.0422,0.988,0.866,0.0819,0.179,177.694,158667
74,74,Pantera,I'm Broken,,,,,,,,,,,,,,,
75,75,Eddie Van Der Meer,Unravel - Tokyo Ghoul OP 1,,,,,,,,,,,,,,,
76,76,Killswitch Engage,My Curse,6zKF4293k44ItKWJJgrhXv,67,2006-01-21,https://open.spotify.com/album/6iJEtgHTEbVlSS5isIS71z,https://p.scdn.co/mp3-preview/7decd366692b8cee986717fca446c3fdadaea6ed?cid=f9d64942f5f74f3282916225d2f77630,0.197,0.956,-2.908,0.0663,7.61e-05,0.00992,0.261,0.209,177.018,244773
77,77,The Police,Every Breath You Take,1JSTJqkT5qHq8MDJnJbRE1,86,1983-06-17,https://open.spotify.com/album/5W9OT0a5iZlBr83a9WMKFY,,0.82,0.452,-9.796,0.0348,0.543,0.00294,0.0714,0.74,117.401,253920
78,78,Gary Moore,Parisienne Walkways,60Kyw7i4M7E2WAlFozsOsR,42,1978,https://open.spotify.com/album/072GbOHxm1ynSabmipURTS,https://p.scdn.co/mp3-preview/67e438e90b93eca988f421a89b6b304bd95aa168?cid=f9d64942f5f74f3282916225d2f77630,0.367,0.149,-18.256,0.0282,0.661,0.0696,0.132,0.233,87.795,200908
79,79,Disturbed,Down With The Sickness,40rvBMQizxkIqnjPdEWY1v,75,2000-03-07,https://open.spotify.com/album/6IvosVciDOQ9NAPaKwhtLY,https://p.scdn.co/mp3-preview/c478f7cf25b4aa2758438bddc12532365db2f38e?cid=f9d64942f5f74f3282916225d2f77630,0.695,0.876,-4.262,0.0553,0.000996,6.89e-06,0.106,0.941,89.954,279213
80,80,Firelake,Dirge For The Planet,,,,,,,,,,,,,,,
81,81,Alice in Chains,Man In The Box,6gZVQvQZOFpzIy3HblJ20F,74,1990-08-01,https://open.spotify.com/album/5LbHbwejgZXRZAgzVAjkhj,https://p.scdn.co/mp3-preview/e8f64bbe777d801968d88d492bf2eca9512eae55?cid=f9d64942f5f74f3282916225d2f77630,0.355,0.791,-7.565,0.0453,0.00045,0,0.0969,0.758,106.392,285200
82,82,Jaskier,Toss A Coin To Your Witcher,,,,,,,,,,,,,,,
83,83,Carlos Santana,Smooth,,,,,,,,,,,,,,,
84,84,The White Stripes,Seven Nation Army Edit,,,,,,,,,,,,,,,
85,85,Avenged Sevenfold,Nightmare,4UEo1b0wWrtHMC8bVqPiH8,71,2010-07-23,https://open.spotify.com/album/7vfuTRXIAYJz5Uc8SddnTr,https://p.scdn.co/mp3-preview/b62131be57466d250944fdd30fcf2f4bc812fb7d?cid=f9d64942f5f74f3282916225d2f77630,0.554,0.949,-4.928,0.0787,0.000318,9.98e-05,0.2,0.233,129.984,374453
86,86,Bon Jovi,You Give Love A Bad Name,0rmGAIH9LNJewFw7nKzZnc,81,1986-08-16,https://open.spotify.com/album/0kBfgEilUFCMIQY5IOjG4t,,0.541,0.96,-2.947,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,222707
87,87,The Rolling Stones,Angie,1GcVa4jFySlun4jLSuMhiq,72,1973-08-31,https://open.spotify.com/album/6iVOz2hudE6dv5Yrcsw2c9,,0.429,0.554,-6.128,0.0291,0.67,0.000152,0.105,0.407,136.302,272000
88,88,John Petrucci,Glasgow Kiss,63sgFYtoXQRAN4tislSaWc,39,2005-03-01,https://open.spotify.com/album/46UdW3NK9nvESBtOkFGgGr,https://p.scdn.co/mp3-preview/5fda8746d263e5896c570fd13eea524cb018b3e1?cid=f9d64942f5f74f3282916225d2f77630,0.18,0.949,-4.43,0.101,0.000708,0.89,0.122,0.374,103.723,468787
89,89,The Rolling Stones,Paint It Black,63T7DJ1AFDD6Bn8VzG6JE8,79,1966-04-15,https://open.spotify.com/album/72qrnM4yUNMDDlWiqKc8iY,,0.464,0.795,-9.267,0.0926,0.0493,0.00244,0.399,0.612,158.691,202267
90,90,Sting,Shape Of My Heart,6CKoWCWAqEVWVjpeoJXyNH,72,1993-03-09,https://open.spotify.com/album/5kV0KBXfELibs6qQJLmOtg,,0.537,0.373,-10.081,0.0331,0.691,0.000915,0.083,0.244,83.936,279227
91,91,Megadeth,In My Darkest Hour,5LO0sJCkNMZYLYeGOvblLu,60,1988-01-26,https://open.spotify.com/album/5f4vbRLrRmoDH0zpdQnyrE,,0.322,0.978,-5.446,0.131,8.66e-05,0.266,0.136,0.271,112.878,386600
92,92,Johann Sebastian Bach,Toccata And Fugue ,4RZHrF0A1CCZSRE2MRtEsw,2,2022-08-31,https://open.spotify.com/album/3D5L5FqoHt6GBCKKMKliJA,,0.19,0.211,-16.16,0.0385,0.741,0.0132,0.091,0.175,89.321,357013
93,93,Kotaro Oshio,Twilight,,,,,,,,,,,,,,,
94,94,Neil Wicker,Shallow ,,,,,,,,,,,,,,,
95,95,Francisco Tarrega,Gran Vals,5CxiS0P4Lvtpxr0iGIRXZG,37,2002-01-01,https://open.spotify.com/album/7yhZRvfavxIpZtybyGKB96,https://p.scdn.co/mp3-preview/5248bd1f7f5cc83cde69040774fd4df7b97df6da?cid=f9d64942f5f74f3282916225d2f77630,0.491,0.0549,-26.644,0.0665,0.988,0.889,0.0928,0.772,108.972,159507
