,Unnamed: 0,Band,Song,ID_TRACK,POPULARITY,RELEASE_DATE,EXTERNAL_URLS,SEARCH_URL,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
2446,2446,Reuben,Freddy Kreuger,6yheqxgSKIkSm4guRLp5Y5,35,2004,https://open.spotify.com/album/7fBlKCxTGFF8Q2epS9TPwT,https://p.scdn.co/mp3-preview/cd1851fd53fa3f4a4e3ad09dedbc63cab5e0c336?cid=f9d64942f5f74f3282916225d2f77630,0.485,0.937,-5.088,0.0807,4.4e-05,6.01e-05,0.127,0.531,146.157,148827
2447,2447,Propagandhi,Failed States,4tVJkVlmFdExy6ZygOHCTQ,24,2012-09-04,https://open.spotify.com/album/1pI854V2VZaiDZ9HodPGvq,https://p.scdn.co/mp3-preview/60bd8130a20b7c06777359c9f154a10d417c22c6?cid=f9d64942f5f74f3282916225d2f77630,0.189,0.982,-4.188,0.174,1.39e-05,0.00128,0.341,0.468,164.613,114040
2448,2448,Motorhead,Don't Need Religion,,,,,,,,,,,,,,,
2449,2449,Motorhead,Devil I Know,6lxKwPbeMRjpqd33ubyyJ6,29,2006-08-29,https://open.spotify.com/album/4syGSCBIzJWYQB15Msvn1y,https://p.scdn.co/mp3-preview/66f4112931aae8a76c7e17d0f8f09d592f2140c0?cid=f9d64942f5f74f3282916225d2f77630,0.428,0.992,-3.138,0.0807,0.00158,0.0594,0.137,0.516,152.052,180987
2450,2450,Motorhead,Ramones,2Q0Tw6meB6xfZ4ONeIL35j,44,1991-02-26,https://open.spotify.com/album/6mvrfjdgSvwcDXhxyVjWTx,https://p.scdn.co/mp3-preview/29a828d53f9cb5987e5c88bfca3cf53c04b9ecf2?cid=f9d64942f5f74f3282916225d2f77630,0.386,0.959,-6.317,0.0414,0.138,0.0126,0.547,0.665,118.154,85867
2451,2451,Motorhead,Kingdom Of The Worm,4pUjU9gODASpnfoaBNbE0t,22,2006-08-29,https://open.spotify.com/album/4syGSCBIzJWYQB15Msvn1y,https://p.scdn.co/mp3-preview/e831314c3ee86963ff64a9a057b66fa8624fcda5?cid=f9d64942f5f74f3282916225d2f77630,0.467,0.996,-4.148,0.114,0.000574,0.0343,0.295,0.0483,130.992,248747
2452,2452,Motorhead,Shoot You In The Back,2ubqQVBTjD4RNEmxmqq6qV,40,1980-11-08,https://open.spotify.com/album/3rxF05Aux0QTrN533Kjc91,https://p.scdn.co/mp3-preview/a2539f5d4da1df5cc3d10e7932444da8d30ceace?cid=f9d64942f5f74f3282916225d2f77630,0.308,0.974,-4.207,0.078,0.0282,0.0697,0.283,0.214,126.199,158747
2453,2453,Motorhead,Bite The Bullet,3lp7Y9i70WbRksPm9SFDKm,33,1980-11-08,https://open.spotify.com/album/3rxF05Aux0QTrN533Kjc91,https://p.scdn.co/mp3-preview/145ae5f564a86658535c2a1242a54521f27ce95c?cid=f9d64942f5f74f3282916225d2f77630,0.404,0.865,-8.629,0.072,0.00478,0.000544,0.403,0.262,126.643,97947
2454,2454,Motorhead,Dead And Gone,73a0pm12ULzNHb4imb62UB,25,1998-03-10,https://open.spotify.com/album/24BPvavM05msEqjf3BcyUL,https://p.scdn.co/mp3-preview/09819a9f5796f00b8d606fad235403400d6cb287?cid=f9d64942f5f74f3282916225d2f77630,0.537,0.718,-5.477,0.0322,0.761,0.000191,0.0771,0.612,102.642,258973
2455,2455,Motorhead,Claw,1IddgJ7MntcrP32OTT6u14,23,1986-01-01,https://open.spotify.com/album/6jHRYw1JsUNParuSI9BtFX,https://p.scdn.co/mp3-preview/949b90ff21c2255b9be4ae260aa2466659e82f68?cid=f9d64942f5f74f3282916225d2f77630,0.319,0.995,-5.768,0.0996,0.0239,1.27e-05,0.0952,0.0672,136.583,211947
2456,2456,Yngwie Malmsteen,I Am A Viking With Bass/Rhytm,,,,,,,,,,,,,,,
2457,2457,Freedom Call,High Enough,64Cz2NN3FMi1OGHXAjcNh2,10,2005-03-21,https://open.spotify.com/album/5MzwhqCf7QS1az1fYMmKhP,https://p.scdn.co/mp3-preview/28b3db62a8bd143d696ccfcaec6d47f30c5ed377?cid=f9d64942f5f74f3282916225d2f77630,0.157,0.965,-4.762,0.187,0.0377,1.83e-05,0.108,0.0585,168.474,351627
2458,2458,Freedom Call,Metal Invasion,0OJ22SOth1Ub9OWHbBCUg3,25,2015-04-24,https://open.spotify.com/album/1zdseUYRpON9B2FHsXxZbg,https://p.scdn.co/mp3-preview/358bcbbb17215cf13d93162afd68f54166eb3ac0?cid=f9d64942f5f74f3282916225d2f77630,0.155,0.948,-4.346,0.105,6.8e-05,0.00056,0.122,0.233,167.73,409013
2459,2459,Gamma Ray,Heavy Metal Universe ,4zRNrlFDRiunveS2KWBtnT,21,2008-10-24,https://open.spotify.com/album/1EzuefuQJAHcUr9n0nnsNk,https://p.scdn.co/mp3-preview/72496a59f56c8f759909ccfd0bbc208bafb64d39?cid=f9d64942f5f74f3282916225d2f77630,0.314,0.889,-9.886,0.0416,0.00118,0.000246,0.412,0.537,166.277,627093
2460,2460,Gamma Ray,One With The World,3u9E9doNWuKwlIZOKKPCkF,5,2015-09-25,https://open.spotify.com/album/2XMy67eqWCrThpihcUHzjQ,https://p.scdn.co/mp3-preview/06e0aa2a774678c35625650e279413646268fbd3?cid=f9d64942f5f74f3282916225d2f77630,0.527,0.972,-4.405,0.0778,0.00331,0.00119,0.275,0.507,95.91,287040
2461,2461,Slayer,D.D.A.M.M.,,,,,,,,,,,,,,,
2462,2462,Slayer,Desintegration - Free Money,,,,,,,,,,,,,,,
2463,2463,Slayer,Verbal Abuse - Leeches,,,,,,,,,,,,,,,
2464,2464,Black Label Society,We Live No More,4e3NGxCOw8qyDDbegrIHfR,38,2003-04-22,https://open.spotify.com/album/2AO7lfXXz1nHfCJiETaxHo,https://p.scdn.co/mp3-preview/24d5cd9644997781da4215149a0cdac5e2acaf19?cid=f9d64942f5f74f3282916225d2f77630,0.592,0.697,-5.315,0.109,0.0123,0.000158,0.0406,0.667,145.465,241947
2465,2465,Extreme,Comfortably Dumb,54MDDhDpA3gh8AIbiVzvl0,26,2008-08-12,https://open.spotify.com/album/111AmwPirurEDWkoKx1gu6,https://p.scdn.co/mp3-preview/ada60484eb13e081fc4fd61fcfd45f66ad25afcc?cid=f9d64942f5f74f3282916225d2f77630,0.394,0.929,-5.592,0.0504,0.00023,0.0573,0.0619,0.635,177.988,284480
2466,2466,In Arkadia,Somber Light,2ZAejhD8c4B7uak5xGsdNi,0,2017-11-06,https://open.spotify.com/album/5PTl7mjiUs3xbsOj6ilisH,https://p.scdn.co/mp3-preview/d233faf9aeb1ce24d1545c1c24c73ac5daeb98f7?cid=f9d64942f5f74f3282916225d2f77630,0.358,0.911,-4.435,0.0461,1.83e-06,0.00258,0.633,0.387,95.023,296620
2467,2467,Misfits,Runaway,4fjfHjlLaY2QSC70PbyCz7,28,2003,https://open.spotify.com/album/7JcjFMVKzK0yPMqX8SNEcE,https://p.scdn.co/mp3-preview/e73017c51b9742a05df02fa97477827a6f206a3d?cid=f9d64942f5f74f3282916225d2f77630,0.327,0.937,-7.996,0.0535,0.00508,0.702,0.143,0.454,157.634,144080
2468,2468,Old Man's Child,My Kingdom Will Come,6pceELz8XvdZLiwAM7rD2e,17,1997-07-13,https://open.spotify.com/album/5sjN4nlIXM8k8ilUb23Pj2,https://p.scdn.co/mp3-preview/d7b1e66278f2bf80dca5f290ac005bc5d9844d84?cid=f9d64942f5f74f3282916225d2f77630,0.316,0.842,-6.589,0.0391,7.75e-06,0.63,0.0877,0.186,76.325,275800
2469,2469,S.O.D.,Shenanigans,,,,,,,,,,,,,,,
2470,2470,Misfits,I Wanna Be A Ny Ranger,,,,,,,,,,,,,,,
2471,2471,Mayhem,Freezing Moon ,4AP3a7eEOlz5sTJiWnv2C6,55,1994,https://open.spotify.com/album/7mHVfSXtdzvPk7TkdhoekE,https://p.scdn.co/mp3-preview/e191464008685582d91fb4a3a33d064021beb96b?cid=f9d64942f5f74f3282916225d2f77630,0.168,0.974,-9.116,0.112,3.05e-05,0.641,0.0752,0.0943,93.424,383053
2472,2472,Animetal,Himitsu Sentai Goranger,,,,,,,,,,,,,,,
2473,2473,Animetal,Animetal No Theme II ,,,,,,,,,,,,,,,
2474,2474,Animetal,Shouri Da! Akumaizer 3,,,,,,,,,,,,,,,
2475,2475,Ministry,Lava,07ZVs9pwxRNkr6sRyiIeV0,31,1996-01-26,https://open.spotify.com/album/6pK142b1OANbpbyJ6XIuvo,https://p.scdn.co/mp3-preview/7df432daf500181f49d16226ee9878ceae6eeeb2?cid=f9d64942f5f74f3282916225d2f77630,0.441,0.828,-5.855,0.0293,0.000132,0.763,0.0875,0.329,184.474,390200
2476,2476,Misfits,Abominable Dr. Phibes,1UVYOpOJifm3vx0jGvVXxE,28,1997-01-01,https://open.spotify.com/album/636aBJi9ifGPSPacQ0fYCF,,0.167,0.452,-10.482,0.06,7.07e-06,0.622,0.0815,0.105,74.766,101827
2477,2477,Misfits,Hunting Humans,74gsIRG7wSRfLMFcJngFBF,38,1999-10-04,https://open.spotify.com/album/4CKrRK52g4mNzbpGIMVbtE,https://p.scdn.co/mp3-preview/9f9bf18729111be84aa423fe8394ed29b1ab6642?cid=f9d64942f5f74f3282916225d2f77630,0.434,0.992,-4.611,0.123,1.7e-05,0.133,0.11,0.169,113.499,126154
2478,2478,Animetal,Tatakae ! Denjin Zaborger,,,,,,,,,,,,,,,
2479,2479,Reuben,Agony Agatha,377ebNaoKlUeMyUIEOHjQF,14,2017-06-26,https://open.spotify.com/album/4xiTNicVH8DvNxUjQgZBsf,https://p.scdn.co/mp3-preview/a0817a0112bda31b65d495361e68c5d57cbe58b8?cid=f9d64942f5f74f3282916225d2f77630,0.631,0.851,-3.942,0.0328,0.000346,1.4e-06,0.0293,0.69,137.001,176880
2480,2480,Warmachine,What A Pretty Picture,0wWhGHJcnZsfydu48DDOvb,0,2001-03-15,https://open.spotify.com/album/2Et8rYtJ9te6Nu7L8KHsm6,https://p.scdn.co/mp3-preview/786e50ad7680b56944b5bb4164311c5934205e26?cid=f9d64942f5f74f3282916225d2f77630,0.432,0.833,-5.941,0.0353,0.000471,0.03,0.0996,0.488,157.914,321541
2481,2481,Green Mind,Condemned,,,,,,,,,,,,,,,
2482,2482,Green Mind,Cognitive Dissonance,,,,,,,,,,,,,,,
2483,2483,Burzum,Keliohesten,,,,,,,,,,,,,,,
2484,2484,S.O.S.,Novo Ciclo ,,,,,,,,,,,,,,,
2485,2485,Motorhead,King Of Kings,,,,,,,,,,,,,,,
2486,2486,Relient K,Who I Am Hates Who I've Been,36EXQbkUL5PpT0zS9Tr7UT,55,2004-11-02,https://open.spotify.com/album/4UZTjODd6CvRN1Lx8g6hBV,https://p.scdn.co/mp3-preview/3e5e521ae3abed05ec0e21f6eb5f8f755b113a5c?cid=f9d64942f5f74f3282916225d2f77630,0.397,0.902,-3.518,0.086,0.00285,0,0.066,0.491,166.827,232267
2487,2487,Dark Tranquillity,The Mind's Eye,1K1eLw2W5aYkJkihJ0DAgT,27,1997,https://open.spotify.com/album/1OQUV95k4zsXoHWiqhIH6o,https://p.scdn.co/mp3-preview/ea997a378ae715f6acdb761f69377bf56bbe84cf?cid=f9d64942f5f74f3282916225d2f77630,0.573,0.487,-11.717,0.0246,0.0917,0.777,0.0712,0.644,97.488,191320
2488,2488,Nightmare,Wasurena Kusa Budokan Version,,,,,,,,,,,,,,,
2489,2489,Motorhead,I Don't Believe A Word,6k2FLvtZpCcv4uRh4CiBhL,40,1996-10-15,https://open.spotify.com/album/08NAL0fDCPpDNayW9jjzfB,https://p.scdn.co/mp3-preview/93b9bdf91b94ae25fbb4f9b9160c4c3838c22872?cid=f9d64942f5f74f3282916225d2f77630,0.599,0.89,-5.931,0.0373,0.0627,0.00731,0.0835,0.615,106.723,391693
2490,2490,Motorhead,Hellraiser,65JrmVnWM5KzM1WrXIY0tI,52,1992-07-28,https://open.spotify.com/album/3pbbbyxPPgBTAMbAcVzjex,https://p.scdn.co/mp3-preview/942f4c2e9b96139442d9e452fc34583b808773de?cid=f9d64942f5f74f3282916225d2f77630,0.538,0.835,-7.637,0.0265,3.24e-05,2.7e-06,0.219,0.667,97.958,275160
2491,2491,Protest The Hero,Led Astray,,,,,,,,,,,,,,,
2492,2492,Calum Rob,ace of diamonds,,,,,,,,,,,,,,,
2493,2493,St. Vincent,Now Now,61LWZCSLWQ42J0JKma2j8H,31,2007-07-10,https://open.spotify.com/album/2j4W3q7BiQkaJO2qEZyBYF,https://p.scdn.co/mp3-preview/d093ff8ddfed7a5559756103e5031b1289a4c233?cid=f9d64942f5f74f3282916225d2f77630,0.48,0.78,-8.198,0.123,0.636,0.0201,0.0915,0.445,159.075,265427
2494,2494,Brand New,Untitled 05,,,,,,,,,,,,,,,
2495,2495,Cold Cast,Country Roads,,,,,,,,,,,,,,,
2496,2496,Metallica,One ,0LAcM6I7ijW4VVW0aytl1t,71,1988-09-07,https://open.spotify.com/album/2XbWaerVk9fjhEiGSrd6TF,https://p.scdn.co/mp3-preview/13c72656a2bf603a9b3723fffe554b46abd08597?cid=f9d64942f5f74f3282916225d2f77630,0.438,0.687,-9.15,0.0619,0.000668,0.0801,0.42,0.426,103.01,446146
2497,2497,Stone Sour,Hesitate,0vgpbEfkcUF09VNkcrQRWi,49,2010-01-09,https://open.spotify.com/album/0rhgCL7z1RROeZdEZKpAEK,https://p.scdn.co/mp3-preview/9e928a1edda6f0b005a784d990471628b69417fc?cid=f9d64942f5f74f3282916225d2f77630,0.448,0.805,-4.194,0.0365,0.000946,6.12e-05,0.134,0.201,125.998,256347
2498,2498,Misfits,Don't Open 'till Doomsday,,,,,,,,,,,,,,,
2499,2499,Metallica,Orion ,4xyWJM4kscTROV2RESdwpd,55,1986-03-03,https://open.spotify.com/album/7CGhx630DIjdJqaBDVKc5j,https://p.scdn.co/mp3-preview/235cc7cee32efb98d4257bdf89b9834c71759705?cid=f9d64942f5f74f3282916225d2f77630,0.367,0.672,-10.014,0.0378,0.0013,0.899,0.111,0.382,128.497,507227
2500,2500,9kt,12,,,,,,,,,,,,,,,
2501,2501,Motorhead,Rock Out,4cEBku3RXce9XiDlNU6WaU,50,2008-08-26,https://open.spotify.com/album/35j1gGsSSnTWtOqnRI18hT,https://p.scdn.co/mp3-preview/68f61093e5c56895c8cd7ea73ea6a80b03138aa7?cid=f9d64942f5f74f3282916225d2f77630,0.441,0.989,-5.327,0.175,0.00306,0.00131,0.0281,0.314,142.981,126733
2502,2502,Motorhead,You Better Run Live Bass Intro,,,,,,,,,,,,,,,
2503,2503,Rage Against The Machine,Bulls On Parade,0tZ3mElWcr74OOhKEiNz1x,75,1996-04-16,https://open.spotify.com/album/24E6rDvGDuYFjlGewp4ntF,https://p.scdn.co/mp3-preview/5aadaae4e395a36c53c9d0d8ea228581f510bfcd?cid=f9d64942f5f74f3282916225d2f77630,0.412,0.919,-7.291,0.184,0.0124,0.0601,0.424,0.572,166.367,229467
2504,2504,Gummy,Cheia de reverb,,,,,,,,,,,,,,,
2505,2505,Withering Remains,ough,,,,,,,,,,,,,,,
2506,2506,Metallica,Metalgrock - Orion,,,,,,,,,,,,,,,
2507,2507,Thulio Muniz,Unfamiliar Ceiling,7exmr2EQhE65juoGqCGqqA,0,2020-11-20,https://open.spotify.com/album/3MClKd93yaOc6hD5LT9bO4,https://p.scdn.co/mp3-preview/022d4ed31b2fbaec051969949a23fc53c535c355?cid=f9d64942f5f74f3282916225d2f77630,0.449,0.928,-4.092,0.0422,0.000116,0.814,0.138,0.479,159.997,354000
2508,2508,Motorhead,Ace Of Spades,6EPRKhUOdiFSQwGBRBbvsZ,74,1980-11-08,https://open.spotify.com/album/3rxF05Aux0QTrN533Kjc91,https://p.scdn.co/mp3-preview/bc5489ee6d088bed57343a92d0c896b4560ba94f?cid=f9d64942f5f74f3282916225d2f77630,0.342,0.91,-7.748,0.0758,4.02e-05,0.000121,0.0823,0.547,140.452,166360
2509,2509,Megadeth,Train Of Consequences Intro Rude Awakening,,,,,,,,,,,,,,,
2510,2510,Metallica,Cure ,5De0T23DDwoV7TN5A3sHEY,39,1996-06-04,https://open.spotify.com/album/5rI3pfrpvmdYtGAsBwaGec,https://p.scdn.co/mp3-preview/ca4d99a2fb5a7a6ef6380fef4b67b6b09f78da6f?cid=f9d64942f5f74f3282916225d2f77630,0.609,0.846,-5.43,0.0276,2e-05,0.000909,0.0574,0.778,115.274,294200
2511,2511,Liam Arellano (Quixöte),prueba de solo de bajo,,,,,,,,,,,,,,,
2512,2512,Cliff Burton,Cliff Burton 1982 Trauma Solo ,,,,,,,,,,,,,,,
2513,2513,Slaver,Creeping liar,,,,,,,,,,,,,,,
2514,2514,Slaver (Test),Creeping liar,,,,,,,,,,,,,,,
2515,2515,Slaver,Raise of Empire,,,,,,,,,,,,,,,
2516,2516,Venom,Witching Hour,4G20PYZNuL37a8zaaUV7Km,36,1981-01-01,https://open.spotify.com/album/5oxowPycWCoLyE5nf0ZGmX,https://p.scdn.co/mp3-preview/44d794607f4b27f9dcaaca1ca74ae5fcc12563fb?cid=f9d64942f5f74f3282916225d2f77630,0.131,0.916,-10.552,0.0761,0.00276,0.286,0.173,0.0349,145.95,220027
2517,2517,Mayhem,Witching Hour ,7Kvk7VM5yI9iXzJnmE2YuV,37,1993,https://open.spotify.com/album/2RxBdrvHKwgx57RKrNQ9hz,https://p.scdn.co/mp3-preview/654efca4922d1054f49b1b0973abb9a2f8dd36a4?cid=f9d64942f5f74f3282916225d2f77630,0.167,0.824,-9.209,0.0847,6.97e-06,0.876,0.0409,0.0779,116.817,109587
2518,2518,Quixöte,Vórtice,,,,,,,,,,,,,,,
2519,2519,Liam Arellano,Mago,,,,,,,,,,,,,,,
2520,2520,Slaver,Dires Stairs,,,,,,,,,,,,,,,
2521,2521,U2,New Years Day V4,,,,,,,,,,,,,,,
2522,2522,Morbid Angel,Nevermore,5y6DhwlDmP9BX83aD5BZnS,19,2011-06-06,https://open.spotify.com/album/36ShrgkRGI2pr1GWpaGpng,https://p.scdn.co/mp3-preview/f6cd8f2b0954d6b6544d3924617ca4a3220a09a2?cid=f9d64942f5f74f3282916225d2f77630,0.546,0.897,-5.875,0.0786,1.31e-05,0.00668,0.629,0.244,116.957,307840
2523,2523,Misfits,Scarecrow Man,4qICLzeiSnCO78rDBl3cwE,39,1999-10-04,https://open.spotify.com/album/4CKrRK52g4mNzbpGIMVbtE,https://p.scdn.co/mp3-preview/5fe9cfdedf366c612c90b38d0e6686c989f64344?cid=f9d64942f5f74f3282916225d2f77630,0.403,0.959,-5.504,0.122,9.26e-05,0.0165,0.0715,0.194,117.751,190427
2524,2524,Misfits,From Hell They Came,34v65Mqjr7e2qJUCpsmhJk,33,1997-01-01,https://open.spotify.com/album/636aBJi9ifGPSPacQ0fYCF,,0.412,0.978,-5.741,0.0667,0.000148,0,0.204,0.246,107.896,136667
2525,2525,Misfits,Dead Kings Rise,,,,,,,,,,,,,,,
2526,2526,Buckethead,Puddles,,,,,,,,,,,,,,,
2527,2527,Misfits,Dr Phibes Rises Again,,,,,,,,,,,,,,,
2528,2528,Slaver,Azordus,,,,,,,,,,,,,,,
2529,2529,Weezer,Tired Of Sex,42hDrA9GTkuvpxjLtAshct,51,1996-09-24,https://open.spotify.com/album/3jWhmYMAWw5NvHTTeiQtfl,,0.331,0.959,-4.979,0.0703,0.000923,4.6e-06,0.292,0.318,133.69,181707
2530,2530,Misfits,Crawling Eye,2VMIf4MArKmq8nFKFOhqyj,39,1999-10-04,https://open.spotify.com/album/4CKrRK52g4mNzbpGIMVbtE,https://p.scdn.co/mp3-preview/903ca40f30303b8664ae17d7dfee10d9ee0d0b7f?cid=f9d64942f5f74f3282916225d2f77630,0.423,0.982,-4.736,0.15,0.000569,1.13e-05,0.135,0.124,113.543,142755
2531,2531,Kirisute,Settle For Death,,,,,,,,,,,,,,,
2532,2532,Misfits,The Haunting,21VzGNYJrb70mq7eP3xdzT,38,1997-01-01,https://open.spotify.com/album/636aBJi9ifGPSPacQ0fYCF,,0.447,0.986,-4.914,0.13,0.00403,0,0.0603,0.32,106.009,85933
2533,2533,Misfits,Speak Of The Devil,2E5Y36CkQwRC06BCgaZTOo,39,1997-01-01,https://open.spotify.com/album/636aBJi9ifGPSPacQ0fYCF,,0.515,0.991,-4.546,0.129,0.000921,0,0.345,0.05,107.988,107667
2534,2534,Misfits,Fiend Club,5gIwISiRFPLCBjMn8ykHfe,40,1999-10-04,https://open.spotify.com/album/4CKrRK52g4mNzbpGIMVbtE,https://p.scdn.co/mp3-preview/83e9e25c171c050949a26fa9d60552ec6c53e91b?cid=f9d64942f5f74f3282916225d2f77630,0.455,0.919,-5.143,0.0533,0.000193,2.18e-06,0.678,0.457,141.102,172368
2535,2535,Misfits,Saturday Night,3jXptpf8Z3aU9O1Bj6YCl0,58,1999-10-04,https://open.spotify.com/album/4CKrRK52g4mNzbpGIMVbtE,https://p.scdn.co/mp3-preview/7b767c2681587c40a3f245dd810c41d582d3649d?cid=f9d64942f5f74f3282916225d2f77630,0.455,0.909,-5.266,0.0829,0.000229,0,0.0934,0.262,129.801,208103
2536,2536,Misfits,Lost In Space,2cSBIFvZ9aRCFf1IJNhkAG,41,1999-10-04,https://open.spotify.com/album/4CKrRK52g4mNzbpGIMVbtE,https://p.scdn.co/mp3-preview/98570777fe19f0fd12ffd6460d1aec0cad800c8f?cid=f9d64942f5f74f3282916225d2f77630,0.361,0.985,-4.44,0.126,0.000285,5.52e-05,0.26,0.237,143.14,148069
2537,2537,Misfits,Witch Hunt,4D8YJvVzmRsj3zBEOh1T4q,38,1999-10-04,https://open.spotify.com/album/4CKrRK52g4mNzbpGIMVbtE,https://p.scdn.co/mp3-preview/03ffe2e1b9f20402568f2ae3c99c1642984fadca?cid=f9d64942f5f74f3282916225d2f77630,0.321,0.986,-5.732,0.0735,0.00412,0.586,0.202,0.294,195.771,91800
2538,2538,Misfits,The Hunger,0c25djTRF2thMWLIVb6rxI,31,1997-01-01,https://open.spotify.com/album/636aBJi9ifGPSPacQ0fYCF,,0.429,0.978,-6.805,0.106,0.000816,0.000245,0.107,0.0881,112.088,103507
2539,2539,Misfits,Crimson Ghost,3hywZb4mFoo5wh3YNkwegh,33,1997-01-01,https://open.spotify.com/album/636aBJi9ifGPSPacQ0fYCF,,0.281,0.963,-6.647,0.116,0.000106,0.393,0.141,0.144,109.437,121360
2540,2540,Misfits,Day Of The Dead,1WAK9ZhilhqJLJZCa0HsBp,30,1997-01-01,https://open.spotify.com/album/636aBJi9ifGPSPacQ0fYCF,,0.473,0.953,-6.829,0.117,0.00538,0.000544,0.104,0.356,113.04,110000
2541,2541,The Misfits,Dr Phibes Rises Again,,,,,,,,,,,,,,,
2542,2542,Motorhead,We Are The Road Crew,5UE0zf7d5qywVpWyYKQatU,12,1980-11-08,https://open.spotify.com/album/2pSrNqGcW78KCaldPAtZS9,https://p.scdn.co/mp3-preview/82ff8aac225c7ad466b16abf897dfa606a28c31e?cid=f9d64942f5f74f3282916225d2f77630,0.306,0.985,-5.624,0.0762,0.128,0.00349,0.456,0.0405,134.049,190840
2543,2543,Slaver,Picnic River Str.,,,,,,,,,,,,,,,
2544,2544,JAD,In Amber Clad,,,,,,,,,,,,,,,
2545,2545,Led Zeppelin,Friends,7jP44G0vKQLkfJ3x19pqPn,52,1970,https://open.spotify.com/album/6P5QHz4XtxOmS5EuiGIPut,https://p.scdn.co/mp3-preview/6a05ebab852f20d7c32592a492c7030385855ec2?cid=f9d64942f5f74f3282916225d2f77630,0.257,0.452,-12.365,0.0349,0.744,0.0996,0.38,0.271,83.553,233901
2546,2546,Nihil,Lies Within,,,,,,,,,,,,,,,
2547,2547,The Rolling Stones,You Gotta Move,4uhJps8XVlPZbdI5ZArAUO,43,1971-04-23,https://open.spotify.com/album/29m6DinzdaD0OPqWKGyMdz,,0.439,0.422,-8.384,0.0312,0.724,0.203,0.152,0.564,70.283,152107
2548,2548,Slippy,So What,,,,,,,,,,,,,,,
2549,2549,Tragically Hip,Ahead By A Century,2SVEOxPGB8Z8WikO4DppNA,55,1996-01-01,https://open.spotify.com/album/5mMBYPBUI6jHW40ASk1ekn,,0.742,0.567,-9.269,0.0278,0.019,0.0059,0.103,0.359,126.786,223133
2550,2550,3 Doors Down,Citizen Soldier,7fKsaiVDwKe6VVsiGk48YG,53,2008-01-01,https://open.spotify.com/album/0e2vlZj9wAALaxr5Bhxvw8,,0.631,0.821,-5.503,0.0343,0.0111,0.0156,0.197,0.486,97.003,232907
2551,2551,Naked Ear,Retzhof,,,,,,,,,,,,,,,
2552,2552,Luka Bloom,First Light Of Spring,5XHQvvSvdO3ZalqS4XvlGR,7,2004,https://open.spotify.com/album/7pVv6YctpB7JwwRNlfLQCb,https://p.scdn.co/mp3-preview/98801c917765304d9313fbe03506b22136cf4b08?cid=f9d64942f5f74f3282916225d2f77630,0.541,0.0959,-19.023,0.0386,0.883,0.00644,0.156,0.174,122.538,183187
2553,2553,Beck,Side Of The Road,6a7KCXSQWKRv16jdg5eyk1,31,2002-01-01,https://open.spotify.com/album/5ieP11rJQvuYz0Ov3k03cy,,0.534,0.191,-15.7,0.0287,0.804,0.225,0.0925,0.142,105.44,203573
2554,2554,3 Doors Down,Train,65NzNVv3O6nxffiXXeL9ZT,42,2008-01-01,https://open.spotify.com/album/0e2vlZj9wAALaxr5Bhxvw8,,0.446,0.885,-5.026,0.0704,0.00187,9.94e-06,0.174,0.583,169.863,190587
2555,2555,Fozzy,Enemy,7BOGk8WNy4dYMb46dPNzsY,40,2005-01-18,https://open.spotify.com/album/7mUE41Sq2U20j65B1gNu9e,https://p.scdn.co/mp3-preview/c3d4af520c66bc65b4e8e36b8ae0ccbb7a4edb8f?cid=f9d64942f5f74f3282916225d2f77630,0.468,0.971,-4.195,0.224,0.000116,7.84e-05,0.46,0.511,102.95,268240
2556,2556,John Butler Trio,Daniella,0ALehYMP6TMyQxsjjJ3gAT,33,2007-03-23,https://open.spotify.com/album/5uVgEgoBhThmu7Pse158wW,https://p.scdn.co/mp3-preview/c0fb48db2cdeb5a3d7f498430e2f40dff7963ec6?cid=f9d64942f5f74f3282916225d2f77630,0.636,0.755,-5.217,0.116,0.193,0.00188,0.194,0.964,160.108,255667
2557,2557,John Butler Trio,What You Want,3AdlckZAXQ6hNILWkOyTMi,33,2004-08-24,https://open.spotify.com/album/4SrSCXP8O6DSLt5YwtQz5L,https://p.scdn.co/mp3-preview/05cacfef4ffeeed1fd859db832bd87bc468e5710?cid=f9d64942f5f74f3282916225d2f77630,0.367,0.71,-7.454,0.0311,0.0625,0.294,0.1,0.242,154.351,320947
2558,2558,John Butler Trio,Sista,2KPHexrfxAJsExOFVBtpFn,27,2021-06-18,https://open.spotify.com/album/2lxgRedOtzSSvThRE7zHBb,https://p.scdn.co/mp3-preview/440f636531efcdbf070465337e4dbc88d65f3914?cid=f9d64942f5f74f3282916225d2f77630,0.463,0.866,-3.441,0.0422,0.0566,1.13e-06,0.0961,0.432,131.649,196027
2559,2559,John Butler Trio,Funky Tonight,3046UEd362eZwuG8PlGOJc,34,2007-03-23,https://open.spotify.com/album/5uVgEgoBhThmu7Pse158wW,https://p.scdn.co/mp3-preview/4ee75128eeb4c139f2374e0d9a2f9af26a7dbaaf?cid=f9d64942f5f74f3282916225d2f77630,0.569,0.861,-6.227,0.0301,0.0968,0.0204,0.262,0.797,144.037,326240
2560,2560,Speedy Recovery,I Need Your Clothes Shoes And Motorcycle,,,,,,,,,,,,,,,
